"subject" "radius" "number" "durationTest" "sample" "tf" "psesample"
"10351" "MA" 2 2 56 13 1.59154943091895 1.15806034109269
"10352" "MA" 2 2 56 13 1.99890650776266 1.11043001645953
"10353" "MA" 2 2 56 13 2.52244669306345 1.04921495379855
"10354" "MA" 2 2 56 13 3.11800449011332 1.04408791561032
"10355" "MA" 2 2 56 13 3.99781301552532 1.03651381964438
"10356" "MA" 2 2 56 13 6.23600898022664 1.0730620622366
"10357" "MA" 2 2 56 14 0.633595828448835 1.05384977823092
"10358" "MA" 2 2 56 14 0.795774715459477 1.03809806475648
"10359" "MA" 2 2 56 14 0.99945325388133 1.01831567484586
"10360" "MA" 2 2 56 14 1.00426769090986 1.01784807000523
"10361" "MA" 2 2 56 14 1.26122334653172 1.07214586281761
"10362" "MA" 2 2 56 14 1.55900224505666 1.1350700934475
"10363" "MA" 2 2 56 14 1.59154943091895 1.14194770176595
"10364" "MA" 2 2 56 14 1.99890650776266 1.13899350164981
"10365" "MA" 2 2 56 14 2.52244669306345 1.13519672834173
"10366" "MA" 2 2 56 14 3.11800449011332 1.13938126684371
"10367" "MA" 2 2 56 14 3.99781301552532 1.14556302227903
"10368" "MA" 2 2 56 14 6.23600898022664 1.02001688958969
"10369" "MA" 2 2 56 15 0.633595828448835 1.03712915860266
"10370" "MA" 2 2 56 15 0.795774715459477 1.04621225774337
"10371" "MA" 2 2 56 15 0.99945325388133 1.05761961409796
"10372" "MA" 2 2 56 15 1.00426769090986 1.05788925467598
"10373" "MA" 2 2 56 15 1.26122334653172 1.07668017582755
"10374" "MA" 2 2 56 15 1.55900224505666 1.09845646165882
"10375" "MA" 2 2 56 15 1.59154943091895 1.10083660620852
"10376" "MA" 2 2 56 15 1.99890650776266 1.08697664887065
"10377" "MA" 2 2 56 15 2.52244669306345 1.06916366599786
"10378" "MA" 2 2 56 15 3.11800449011332 1.04434211762259
"10379" "MA" 2 2 56 15 3.99781301552532 1.00767361964865
"10380" "MA" 2 2 56 15 6.23600898022664 1.09469974406071
"10381" "MA" 2 2 56 16 0.633595828448835 1.0087256585852
"10382" "MA" 2 2 56 16 0.795774715459477 1.0304871770201
"10383" "MA" 2 2 56 16 0.99945325388133 1.05781720961781
"10384" "MA" 2 2 56 16 1.00426769090986 1.05846322132797
"10385" "MA" 2 2 56 16 1.26122334653172 1.06430228529175
"10386" "MA" 2 2 56 16 1.55900224505666 1.07106901720643
"10387" "MA" 2 2 56 16 1.59154943091895 1.07180861991971
"10388" "MA" 2 2 56 16 1.99890650776266 1.08752404607754
"10389" "MA" 2 2 56 16 2.52244669306345 1.10772169966073
"10390" "MA" 2 2 56 16 3.11800449011332 1.06916083999884
"10391" "MA" 2 2 56 16 3.99781301552532 1.01219546527653
"10392" "MA" 2 2 56 16 6.23600898022664 1.02446503441815
"10393" "MA" 2 2 56 17 0.633595828448835 1.04015830000288
"10394" "MA" 2 2 56 17 0.795774715459477 1.0275547482964
"10395" "MA" 2 2 56 17 0.99945325388133 1.01172609736768
"10396" "MA" 2 2 56 17 1.00426769090986 1.01135194875225
"10397" "MA" 2 2 56 17 1.26122334653172 1.04409951990013
"10398" "MA" 2 2 56 17 1.55900224505666 1.08204978661904
"10399" "MA" 2 2 56 17 1.59154943091895 1.08619774468639
"10400" "MA" 2 2 56 17 1.99890650776266 1.09125131192594
"10401" "MA" 2 2 56 17 2.52244669306345 1.09774621695994
"10402" "MA" 2 2 56 17 3.11800449011332 1.09321758986017
"10403" "MA" 2 2 56 17 3.99781301552532 1.08652751754388
"10404" "MA" 2 2 56 17 6.23600898022664 1.10585954638449
"10405" "MA" 2 2 56 18 0.633595828448835 1.02522368218071
"10406" "MA" 2 2 56 18 0.795774715459477 0.995633591759187
"10407" "MA" 2 2 56 18 0.99945325388133 0.958471748562972
"10408" "MA" 2 2 56 18 1.00426769090986 0.957593338126023
"10409" "MA" 2 2 56 18 1.26122334653172 1.02623910600099
"10410" "MA" 2 2 56 18 1.55900224505666 1.10579081346092
"10411" "MA" 2 2 56 18 1.59154943091895 1.11448580233081
"10412" "MA" 2 2 56 18 1.99890650776266 1.12362030134837
"10413" "MA" 2 2 56 18 2.52244669306345 1.13536006869287
"10414" "MA" 2 2 56 18 3.11800449011332 1.12527077573528
"10415" "MA" 2 2 56 18 3.99781301552532 1.11036601585566
"10416" "MA" 2 2 56 18 6.23600898022664 1.01808962009514
"10417" "MA" 2 2 56 19 0.633595828448835 0.962083185465457
"10418" "MA" 2 2 56 19 0.795774715459477 0.993413175698141
"10419" "MA" 2 2 56 19 0.99945325388133 1.03276013840695
"10420" "MA" 2 2 56 19 1.00426769090986 1.03369019945164
"10421" "MA" 2 2 56 19 1.26122334653172 1.04693766411916
"10422" "MA" 2 2 56 19 1.55900224505666 1.06228978947868
"10423" "MA" 2 2 56 19 1.59154943091895 1.06396777431888
"10424" "MA" 2 2 56 19 1.99890650776266 1.05899067109309
"10425" "MA" 2 2 56 19 2.52244669306345 1.05259403852375
"10426" "MA" 2 2 56 19 3.11800449011332 1.03889485502968
"10427" "MA" 2 2 56 19 3.99781301552532 1.01865725846227
"10428" "MA" 2 2 56 19 6.23600898022664 1.09776906021563
"10429" "MA" 2 2 56 20 0.633595828448835 1.07057201217584
"10430" "MA" 2 2 56 20 0.795774715459477 1.04842635979956
"10431" "MA" 2 2 56 20 0.99945325388133 1.02061389794622
"10432" "MA" 2 2 56 20 1.00426769090986 1.01995648284869
"10433" "MA" 2 2 56 20 1.26122334653172 1.0541093086808
"10434" "MA" 2 2 56 20 1.55900224505666 1.09368808671232
"10435" "MA" 2 2 56 20 1.59154943091895 1.09801404080502
"10436" "MA" 2 2 56 20 1.99890650776266 1.08578169188086
"10437" "MA" 2 2 56 20 2.52244669306345 1.07006053080017
"10438" "MA" 2 2 56 20 3.11800449011332 1.05716457478749
"10439" "MA" 2 2 56 20 3.99781301552532 1.03811357402904
"10440" "MA" 2 2 56 20 6.23600898022664 1.06709230161328
"10441" "MA" 2 2 56 21 0.633595828448835 0.988489492591118
"10442" "MA" 2 2 56 21 0.795774715459477 0.996161481157527
"10443" "MA" 2 2 56 21 0.99945325388133 1.00579664049792
"10444" "MA" 2 2 56 21 1.00426769090986 1.00602439089452
"10445" "MA" 2 2 56 21 1.26122334653172 1.05274849770149
"10446" "MA" 2 2 56 21 1.55900224505666 1.10689579026009
"10447" "MA" 2 2 56 21 1.59154943091895 1.11281408065465
"10448" "MA" 2 2 56 21 1.99890650776266 1.08995918417067
"10449" "MA" 2 2 56 21 2.52244669306345 1.06058579796865
"10450" "MA" 2 2 56 21 3.11800449011332 1.0493651835582
"10451" "MA" 2 2 56 21 3.99781301552532 1.03278913960819
"10452" "MA" 2 2 56 21 6.23600898022664 1.05214433168058
"10453" "MA" 2 2 56 22 0.633595828448835 0.970455440508283
"10454" "MA" 2 2 56 22 0.795774715459477 1.00634251080057
"10455" "MA" 2 2 56 22 0.99945325388133 1.05141265624371
"10456" "MA" 2 2 56 22 1.00426769090986 1.052477998615
"10457" "MA" 2 2 56 22 1.26122334653172 1.06432743323219
"10458" "MA" 2 2 56 22 1.55900224505666 1.07805941971022
"10459" "MA" 2 2 56 22 1.59154943091895 1.07956032363045
"10460" "MA" 2 2 56 22 1.99890650776266 1.04298485731822
"10461" "MA" 2 2 56 22 2.52244669306345 0.995977630737216
"10462" "MA" 2 2 56 22 3.11800449011332 1.03297913067194
"10463" "MA" 2 2 56 22 3.99781301552532 1.08764088685558
"10464" "MA" 2 2 56 22 6.23600898022664 1.08859921511221
"10465" "MA" 2 2 56 23 0.633595828448835 1.04380120489746
"10466" "MA" 2 2 56 23 0.795774715459477 1.04098053418737
"10467" "MA" 2 2 56 23 0.99945325388133 1.03743808733631
"10468" "MA" 2 2 56 23 1.00426769090986 1.03735435299972
"10469" "MA" 2 2 56 23 1.26122334653172 1.06398807669552
"10470" "MA" 2 2 56 23 1.55900224505666 1.09485317241237
"10471" "MA" 2 2 56 23 1.59154943091895 1.09822672242525
"10472" "MA" 2 2 56 23 1.99890650776266 1.06502915603302
"10473" "MA" 2 2 56 23 2.52244669306345 1.02236324681354
"10474" "MA" 2 2 56 23 3.11800449011332 1.0277879797889
"10475" "MA" 2 2 56 23 3.99781301552532 1.03580185576105
"10476" "MA" 2 2 56 23 6.23600898022664 1.07135756464417
"10477" "MA" 2 2 56 24 0.633595828448835 0.986953680772898
"10478" "MA" 2 2 56 24 0.795774715459477 1.03206601038248
"10479" "MA" 2 2 56 24 0.99945325388133 1.08872204945792
"10480" "MA" 2 2 56 24 1.00426769090986 1.09006125256949
"10481" "MA" 2 2 56 24 1.26122334653172 1.07705115955086
"10482" "MA" 2 2 56 24 1.55900224505666 1.0619741177188
"10483" "MA" 2 2 56 24 1.59154943091895 1.06032619946404
"10484" "MA" 2 2 56 24 1.99890650776266 1.07065943474041
"10485" "MA" 2 2 56 24 2.52244669306345 1.08393983225618
"10486" "MA" 2 2 56 24 3.11800449011332 1.06698480287245
"10487" "MA" 2 2 56 24 3.99781301552532 1.04193739441889
"10488" "MA" 2 2 56 24 6.23600898022664 1.11303846843094
"10489" "MA" 2 2 56 25 0.633595828448835 1.00804162194973
"10490" "MA" 2 2 56 25 0.795774715459477 1.02578391948215
"10491" "MA" 2 2 56 25 0.99945325388133 1.04806626027422
"10492" "MA" 2 2 56 25 1.00426769090986 1.04859295752678
"10493" "MA" 2 2 56 25 1.26122334653172 1.08391726147349
"10494" "MA" 2 2 56 25 1.55900224505666 1.12485363352942
"10495" "MA" 2 2 56 25 1.59154943091895 1.12932797243131
"10496" "MA" 2 2 56 25 1.99890650776266 1.07717924191128
"10497" "MA" 2 2 56 25 2.52244669306345 1.01015706998487
"10498" "MA" 2 2 56 25 3.11800449011332 1.05168199164141
"10499" "MA" 2 2 56 25 3.99781301552532 1.11302613031521
"10500" "MA" 2 2 56 25 6.23600898022664 1.06833109782245
"10501" "MA" 2 2 56 26 0.633595828448835 1.05852608875837
"10502" "MA" 2 2 56 26 0.795774715459477 1.04521703866993
"10503" "MA" 2 2 56 26 0.99945325388133 1.02850236070067
"10504" "MA" 2 2 56 26 1.00426769090986 1.02810726868381
"10505" "MA" 2 2 56 26 1.26122334653172 1.06512459812899
"10506" "MA" 2 2 56 26 1.55900224505666 1.1080229712426
"10507" "MA" 2 2 56 26 1.59154943091895 1.1127117565455
"10508" "MA" 2 2 56 26 1.99890650776266 1.04943372135711
"10509" "MA" 2 2 56 26 2.52244669306345 0.968108034014979
"10510" "MA" 2 2 56 26 3.11800449011332 0.998368914332607
"10511" "MA" 2 2 56 26 3.99781301552532 1.04307285511183
"10512" "MA" 2 2 56 26 6.23600898022664 0.995921925149658
"10513" "MA" 2 2 56 27 0.633595828448835 1.09627920827406
"10514" "MA" 2 2 56 27 0.795774715459477 1.03471838223279
"10515" "MA" 2 2 56 27 0.99945325388133 0.957404871804601
"10516" "MA" 2 2 56 27 1.00426769090986 0.955577379176781
"10517" "MA" 2 2 56 27 1.26122334653172 1.0275179657366
"10518" "MA" 2 2 56 27 1.55900224505666 1.11088794867462
"10519" "MA" 2 2 56 27 1.59154943091895 1.12000027444203
"10520" "MA" 2 2 56 27 1.99890650776266 1.08632893688536
"10521" "MA" 2 2 56 27 2.52244669306345 1.0430541313012
"10522" "MA" 2 2 56 27 3.11800449011332 1.03412742255082
"10523" "MA" 2 2 56 27 3.99781301552532 1.02094013073573
"10524" "MA" 2 2 56 27 6.23600898022664 1.0703808898181
"10525" "MA" 2 2 56 28 0.633595828448835 1.04475786836131
"10526" "MA" 2 2 56 28 0.795774715459477 1.04333228590037
"10527" "MA" 2 2 56 28 0.99945325388133 1.0415419138156
"10528" "MA" 2 2 56 28 1.00426769090986 1.04149959402223
"10529" "MA" 2 2 56 28 1.26122334653172 1.0549853970706
"10530" "MA" 2 2 56 28 1.55900224505666 1.07061372627685
"10531" "MA" 2 2 56 28 1.59154943091895 1.07232190015322
"10532" "MA" 2 2 56 28 1.99890650776266 1.09349151228898
"10533" "MA" 2 2 56 28 2.52244669306345 1.12069895089831
"10534" "MA" 2 2 56 28 3.11800449011332 1.10086399984086
"10535" "MA" 2 2 56 28 3.99781301552532 1.07156212665926
"10536" "MA" 2 2 56 28 6.23600898022664 1.01879165671755
"10537" "MA" 2 2 56 29 0.633595828448835 0.99142147327913
"10538" "MA" 2 2 56 29 0.795774715459477 1.01440936045828
"10539" "MA" 2 2 56 29 0.99945325388133 1.04327957499951
"10540" "MA" 2 2 56 29 1.00426769090986 1.0439619926513
"10541" "MA" 2 2 56 29 1.26122334653172 1.05736702625626
"10542" "MA" 2 2 56 29 1.55900224505666 1.07290175395826
"10543" "MA" 2 2 56 29 1.59154943091895 1.07459969720522
"10544" "MA" 2 2 56 29 1.99890650776266 1.06443708781803
"10545" "MA" 2 2 56 29 2.52244669306345 1.05137598073494
"10546" "MA" 2 2 56 29 3.11800449011332 1.06635851289656
"10547" "MA" 2 2 56 29 3.99781301552532 1.08849198103911
"10548" "MA" 2 2 56 29 6.23600898022664 1.05931202028356
"10549" "MA" 2 2 56 30 0.633595828448835 0.922221138049637
"10550" "MA" 2 2 56 30 0.795774715459477 0.981030114738125
"10551" "MA" 2 2 56 30 0.99945325388133 1.05488761024067
"10552" "MA" 2 2 56 30 1.00426769090986 1.05663341156042
"10553" "MA" 2 2 56 30 1.26122334653172 1.10074944789833
"10554" "MA" 2 2 56 30 1.55900224505666 1.1518743187489
"10555" "MA" 2 2 56 30 1.59154943091895 1.1574622589354
"10556" "MA" 2 2 56 30 1.99890650776266 1.13081304165611
"10557" "MA" 2 2 56 30 2.52244669306345 1.09656314900511
"10558" "MA" 2 2 56 30 3.11800449011332 1.08090113482996
"10559" "MA" 2 2 56 30 3.99781301552532 1.05776387818638
"10560" "MA" 2 2 56 30 6.23600898022664 1.09140047262266
"10561" "MA" 2 2 112 1 0.633595828448835 0.969183009083102
"10562" "MA" 2 2 112 1 0.795774715459477 0.981136929676608
"10563" "MA" 2 2 112 1 0.99945325388133 0.996149716604516
"10564" "MA" 2 2 112 1 1.00426769090986 0.9965045802924
"10565" "MA" 2 2 112 1 1.26122334653172 1.04873558092226
"10566" "MA" 2 2 112 1 1.55900224505666 1.10926466248217
"10567" "MA" 2 2 112 1 1.59154943091895 1.11588048139131
"10568" "MA" 2 2 112 1 1.99890650776266 1.14180078261793
"10569" "MA" 2 2 112 1 2.52244669306345 1.17511386364351
"10570" "MA" 2 2 112 1 3.11800449011332 1.12782942645169
"10571" "MA" 2 2 112 1 3.99781301552532 1.05797684259375
"10572" "MA" 2 2 112 1 6.23600898022664 1.0416874421941
"10573" "MA" 2 2 112 2 0.633595828448835 0.993779908606009
"10574" "MA" 2 2 112 2 0.795774715459477 0.995953275140508
"10575" "MA" 2 2 112 2 0.99945325388133 0.998682780363791
"10576" "MA" 2 2 112 2 1.00426769090986 0.998747298850218
"10577" "MA" 2 2 112 2 1.26122334653172 1.04374046366872
"10578" "MA" 2 2 112 2 1.55900224505666 1.09588181478389
"10579" "MA" 2 2 112 2 1.59154943091895 1.10158085610032
"10580" "MA" 2 2 112 2 1.99890650776266 1.10496252145124
"10581" "MA" 2 2 112 2 2.52244669306345 1.10930867818961
"10582" "MA" 2 2 112 2 3.11800449011332 1.07571626237827
"10583" "MA" 2 2 112 2 3.99781301552532 1.02609069460567
"10584" "MA" 2 2 112 2 6.23600898022664 1.07086475777234
"10585" "MA" 2 2 112 3 0.633595828448835 1.06301646278096
"10586" "MA" 2 2 112 3 0.795774715459477 1.06233466857791
"10587" "MA" 2 2 112 3 0.99945325388133 1.06147841133418
"10588" "MA" 2 2 112 3 1.00426769090986 1.06145817161422
"10589" "MA" 2 2 112 3 1.26122334653172 1.09625928938752
"10590" "MA" 2 2 112 3 1.55900224505666 1.13658935526168
"10591" "MA" 2 2 112 3 1.59154943091895 1.14099742499512
"10592" "MA" 2 2 112 3 1.99890650776266 1.13339589205434
"10593" "MA" 2 2 112 3 2.52244669306345 1.12362631103903
"10594" "MA" 2 2 112 3 3.11800449011332 1.08189505073821
"10595" "MA" 2 2 112 3 3.99781301552532 1.02024609110621
"10596" "MA" 2 2 112 3 6.23600898022664 1.01013803116923
"10597" "MA" 2 2 112 4 0.633595828448835 1.00678431765325
"10598" "MA" 2 2 112 4 0.795774715459477 1.01204722383046
"10599" "MA" 2 2 112 4 0.99945325388133 1.01865684520463
"10600" "MA" 2 2 112 4 1.00426769090986 1.0188130796618
"10601" "MA" 2 2 112 4 1.26122334653172 1.04596198280871
"10602" "MA" 2 2 112 4 1.55900224505666 1.0774241059353
"10603" "MA" 2 2 112 4 1.59154943091895 1.08086291094833
"10604" "MA" 2 2 112 4 1.99890650776266 1.0728562433887
"10605" "MA" 2 2 112 4 2.52244669306345 1.06256597851768
"10606" "MA" 2 2 112 4 3.11800449011332 1.07055346713652
"10607" "MA" 2 2 112 4 3.99781301552532 1.08235326325756
"10608" "MA" 2 2 112 4 6.23600898022664 1.06212858966124
"10609" "MA" 2 2 112 5 0.633595828448835 0.996976214547273
"10610" "MA" 2 2 112 5 0.795774715459477 0.962149760352896
"10611" "MA" 2 2 112 5 0.99945325388133 0.91841163007296
"10612" "MA" 2 2 112 5 1.00426769090986 0.917377773115767
"10613" "MA" 2 2 112 5 1.26122334653172 1.00746517294326
"10614" "MA" 2 2 112 5 1.55900224505666 1.11186500265973
"10615" "MA" 2 2 112 5 1.59154943091895 1.12327588730806
"10616" "MA" 2 2 112 5 1.99890650776266 1.13557873540203
"10617" "MA" 2 2 112 5 2.52244669306345 1.15139050285861
"10618" "MA" 2 2 112 5 3.11800449011332 1.12391476418488
"10619" "MA" 2 2 112 5 3.99781301552532 1.08332527102925
"10620" "MA" 2 2 112 5 6.23600898022664 1.01115881023761
"10621" "MA" 2 2 112 6 0.633595828448835 1.02083269290934
"10622" "MA" 2 2 112 6 0.795774715459477 1.01247807410485
"10623" "MA" 2 2 112 6 0.99945325388133 1.00198560755426
"10624" "MA" 2 2 112 6 1.00426769090986 1.00173759261919
"10625" "MA" 2 2 112 6 1.26122334653172 1.05640001767137
"10626" "MA" 2 2 112 6 1.55900224505666 1.11974681065535
"10627" "MA" 2 2 112 6 1.59154943091895 1.12667060497134
"10628" "MA" 2 2 112 6 1.99890650776266 1.1556173624199
"10629" "MA" 2 2 112 6 2.52244669306345 1.1928200811646
"10630" "MA" 2 2 112 6 3.11800449011332 1.13612613684694
"10631" "MA" 2 2 112 6 3.99781301552532 1.05237303043646
"10632" "MA" 2 2 112 6 6.23600898022664 1.03141392258
"10633" "MA" 2 2 112 7 0.633595828448835 0.967983207267856
"10634" "MA" 2 2 112 7 0.795774715459477 0.987892436948291
"10635" "MA" 2 2 112 7 0.99945325388133 1.01289620209406
"10636" "MA" 2 2 112 7 1.00426769090986 1.01348722682206
"10637" "MA" 2 2 112 7 1.26122334653172 1.06754097958391
"10638" "MA" 2 2 112 7 1.55900224505666 1.13018239885763
"10639" "MA" 2 2 112 7 1.59154943091895 1.13702909594019
"10640" "MA" 2 2 112 7 1.99890650776266 1.12194746071156
"10641" "MA" 2 2 112 7 2.52244669306345 1.10256436280783
"10642" "MA" 2 2 112 7 3.11800449011332 1.07936307672386
"10643" "MA" 2 2 112 7 3.99781301552532 1.04508816772541
"10644" "MA" 2 2 112 7 6.23600898022664 1.0164561468549
"10645" "MA" 2 2 112 8 0.633595828448835 0.956282564510019
"10646" "MA" 2 2 112 8 0.795774715459477 0.995674752899674
"10647" "MA" 2 2 112 8 0.99945325388133 1.04514693454017
"10648" "MA" 2 2 112 8 1.00426769090986 1.04631632973034
"10649" "MA" 2 2 112 8 1.26122334653172 1.07533206625976
"10650" "MA" 2 2 112 8 1.55900224505666 1.10895761165867
"10651" "MA" 2 2 112 8 1.59154943091895 1.11263287837918
"10652" "MA" 2 2 112 8 1.99890650776266 1.13232984467449
"10653" "MA" 2 2 112 8 2.52244669306345 1.15764462124351
"10654" "MA" 2 2 112 8 3.11800449011332 1.10783228420731
"10655" "MA" 2 2 112 8 3.99781301552532 1.03424527214528
"10656" "MA" 2 2 112 8 6.23600898022664 1.00049508910702
"10657" "MA" 2 2 112 9 0.633595828448835 0.959112633628025
"10658" "MA" 2 2 112 9 0.795774715459477 0.977367683836942
"10659" "MA" 2 2 112 9 0.99945325388133 1.0002939846268
"10660" "MA" 2 2 112 9 1.00426769090986 1.0008359034382
"10661" "MA" 2 2 112 9 1.26122334653172 1.064881943951
"10662" "MA" 2 2 112 9 1.55900224505666 1.13910315286982
"10663" "MA" 2 2 112 9 1.59154943091895 1.14721551910387
"10664" "MA" 2 2 112 9 1.99890650776266 1.14190293956986
"10665" "MA" 2 2 112 9 2.52244669306345 1.13507514883842
"10666" "MA" 2 2 112 9 3.11800449011332 1.10486712677197
"10667" "MA" 2 2 112 9 3.99781301552532 1.06024127268769
"10668" "MA" 2 2 112 9 6.23600898022664 1.01157065151286
"10669" "MA" 2 2 112 10 0.633595828448835 1.03638752815384
"10670" "MA" 2 2 112 10 0.795774715459477 1.04325241736342
"10671" "MA" 2 2 112 10 0.99945325388133 1.05187395020538
"10672" "MA" 2 2 112 10 1.00426769090986 1.0520777410774
"10673" "MA" 2 2 112 10 1.26122334653172 1.06728532273531
"10674" "MA" 2 2 112 10 1.55900224505666 1.08490897419518
"10675" "MA" 2 2 112 10 1.59154943091895 1.08683523647393
"10676" "MA" 2 2 112 10 1.99890650776266 1.10327406751478
"10677" "MA" 2 2 112 10 2.52244669306345 1.12440144970226
"10678" "MA" 2 2 112 10 3.11800449011332 1.10027625053163
"10679" "MA" 2 2 112 10 3.99781301552532 1.064636458705
"10680" "MA" 2 2 112 10 6.23600898022664 1.06210791985353
"10681" "MA" 2 2 112 11 0.633595828448835 0.996156700587054
"10682" "MA" 2 2 112 11 0.795774715459477 1.00450369454594
"10683" "MA" 2 2 112 11 0.99945325388133 1.01498658514348
"10684" "MA" 2 2 112 11 1.00426769090986 1.01523437372764
"10685" "MA" 2 2 112 11 1.26122334653172 1.04113466395991
"10686" "MA" 2 2 112 11 1.55900224505666 1.07114980364686
"10687" "MA" 2 2 112 11 1.59154943091895 1.07443045360195
"10688" "MA" 2 2 112 11 1.99890650776266 1.10237443916106
"10689" "MA" 2 2 112 11 2.52244669306345 1.13828838348484
"10690" "MA" 2 2 112 11 3.11800449011332 1.10174926287424
"10691" "MA" 2 2 112 11 3.99781301552532 1.04777057267236
"10692" "MA" 2 2 112 11 6.23600898022664 1.00538247599293
"10693" "MA" 2 2 112 12 0.633595828448835 0.980488428296957
"10694" "MA" 2 2 112 12 0.795774715459477 1.00424073458273
"10695" "MA" 2 2 112 12 0.99945325388133 1.03407097400297
"10696" "MA" 2 2 112 12 1.00426769090986 1.03477608417485
"10697" "MA" 2 2 112 12 1.26122334653172 1.06678912112839
"10698" "MA" 2 2 112 12 1.55900224505666 1.10388815621051
"10699" "MA" 2 2 112 12 1.59154943091895 1.10794307479645
"10700" "MA" 2 2 112 12 1.99890650776266 1.11728155344979
"10701" "MA" 2 2 112 12 2.52244669306345 1.12928347786088
"10702" "MA" 2 2 112 12 3.11800449011332 1.09621417249159
"10703" "MA" 2 2 112 12 3.99781301552532 1.04736138786266
"10704" "MA" 2 2 112 12 6.23600898022664 1.02979716433518
"10705" "MA" 2 2 112 13 0.633595828448835 0.959031841457501
"10706" "MA" 2 2 112 13 0.795774715459477 0.976265142273383
"10707" "MA" 2 2 112 13 0.99945325388133 0.997908240133173
"10708" "MA" 2 2 112 13 1.00426769090986 0.998419827326186
"10709" "MA" 2 2 112 13 1.26122334653172 1.04497404331427
"10710" "MA" 2 2 112 13 1.55900224505666 1.09892445403815
"10711" "MA" 2 2 112 13 1.59154943091895 1.10482122527975
"10712" "MA" 2 2 112 13 1.99890650776266 1.1264610404205
"10713" "MA" 2 2 112 13 2.52244669306345 1.15427278955333
"10714" "MA" 2 2 112 13 3.11800449011332 1.11779920207449
"10715" "MA" 2 2 112 13 3.99781301552532 1.06391732297693
"10716" "MA" 2 2 112 13 6.23600898022664 1.059704497138
"10717" "MA" 2 2 112 14 0.633595828448835 0.950537866157646
"10718" "MA" 2 2 112 14 0.795774715459477 0.99205527020023
"10719" "MA" 2 2 112 14 0.99945325388133 1.0441964849436
"10720" "MA" 2 2 112 14 1.00426769090986 1.04542896921474
"10721" "MA" 2 2 112 14 1.26122334653172 1.07360589318941
"10722" "MA" 2 2 112 14 1.55900224505666 1.10625936160477
"10723" "MA" 2 2 112 14 1.59154943091895 1.10982838046684
"10724" "MA" 2 2 112 14 1.99890650776266 1.1190213694659
"10725" "MA" 2 2 112 14 2.52244669306345 1.13083630883391
"10726" "MA" 2 2 112 14 3.11800449011332 1.09715186876921
"10727" "MA" 2 2 112 14 3.99781301552532 1.04739035495903
"10728" "MA" 2 2 112 14 6.23600898022664 1.00253651539772
"10729" "MA" 2 2 112 15 0.633595828448835 0.976628190603399
"10730" "MA" 2 2 112 15 0.795774715459477 0.985166166329999
"10731" "MA" 2 2 112 15 0.99945325388133 0.995888908661811
"10732" "MA" 2 2 112 15 1.00426769090986 0.996142366724352
"10733" "MA" 2 2 112 15 1.26122334653172 1.05332525381555
"10734" "MA" 2 2 112 15 1.55900224505666 1.11959294148828
"10735" "MA" 2 2 112 15 1.59154943091895 1.12683598912541
"10736" "MA" 2 2 112 15 1.99890650776266 1.12400376789005
"10737" "MA" 2 2 112 15 2.52244669306345 1.12036376329786
"10738" "MA" 2 2 112 15 3.11800449011332 1.08906343462553
"10739" "MA" 2 2 112 15 3.99781301552532 1.04282393251419
"10740" "MA" 2 2 112 15 6.23600898022664 1.0321568188566
"10741" "MA" 2 2 112 16 0.633595828448835 0.958565112957767
"10742" "MA" 2 2 112 16 0.795774715459477 0.994658308442815
"10743" "MA" 2 2 112 16 0.99945325388133 1.03998732406793
"10744" "MA" 2 2 112 16 1.00426769090986 1.04105878546481
"10745" "MA" 2 2 112 16 1.26122334653172 1.07556401215584
"10746" "MA" 2 2 112 16 1.55900224505666 1.11555117792786
"10747" "MA" 2 2 112 16 1.59154943091895 1.11992176873512
"10748" "MA" 2 2 112 16 1.99890650776266 1.12518822497481
"10749" "MA" 2 2 112 16 2.52244669306345 1.13195673749697
"10750" "MA" 2 2 112 16 3.11800449011332 1.10896686315932
"10751" "MA" 2 2 112 16 3.99781301552532 1.07500426953597
"10752" "MA" 2 2 112 16 6.23600898022664 1.06811966983995
"10753" "MA" 2 2 112 17 0.633595828448835 0.999626713593074
"10754" "MA" 2 2 112 17 0.795774715459477 1.01108333622733
"10755" "MA" 2 2 112 17 0.99945325388133 1.02547157255332
"10756" "MA" 2 2 112 17 1.00426769090986 1.02581167347058
"10757" "MA" 2 2 112 17 1.26122334653172 1.07332378636818
"10758" "MA" 2 2 112 17 1.55900224505666 1.12838427768526
"10759" "MA" 2 2 112 17 1.59154943091895 1.1344023805577
"10760" "MA" 2 2 112 17 1.99890650776266 1.11037641243498
"10761" "MA" 2 2 112 17 2.52244669306345 1.07949795096215
"10762" "MA" 2 2 112 17 3.11800449011332 1.07119913150415
"10763" "MA" 2 2 112 17 3.99781301552532 1.05893941104349
"10764" "MA" 2 2 112 17 6.23600898022664 1.05384326312143
"10765" "MA" 2 2 112 18 0.633595828448835 1.00792923888115
"10766" "MA" 2 2 112 18 0.795774715459477 1.02575310986073
"10767" "MA" 2 2 112 18 0.99945325388133 1.04813789777645
"10768" "MA" 2 2 112 18 1.00426769090986 1.04866701661564
"10769" "MA" 2 2 112 18 1.26122334653172 1.05966209279368
"10770" "MA" 2 2 112 18 1.55900224505666 1.07240398658687
"10771" "MA" 2 2 112 18 1.59154943091895 1.0737966735354
"10772" "MA" 2 2 112 18 1.99890650776266 1.08660266181671
"10773" "MA" 2 2 112 18 2.52244669306345 1.10306107105732
